character,wb
患难之交,"kcpu"
吮,"kcq"
吮,kcqn
啜饮,"kcqn"
哞,"kcr"
哞,kcrh
叹气,"kcrn"
唉,"kct"
唉,kctd
叹息,"kcth"
嗓音,"kcuj"
嗓门,"kcuy"
吧女,"kcvv"
唆,"kcw"
唆使,"kcwg"
唆,kcwt
叹,"kcy"
顺,"kd"
咗,"kdag"
呃,"kdb"
顺耳,"kdbg"
喊出,"kdbm"
呃,kdbn
吰,"kdcy"
跑龙套,"kddd"
喐,"kdeb"
哊,"kdeg"
别有用心,"kden"
嚘,"kdet"
喹,"kdf"
喹,kdff
啀,"kdff"
喊声,"kdfn"
咕,"kdg"
别有天地,"kdgf"
喊,"kdgt"
听而不闻,"kdgu"
嘎,"kdh"
嘎,kdha
囓,"kdhb"
喫,"kdhd"
噄,"kdhi"
嚖,"kdhn"
嘁,"kdht"
顺眼,"kdhv"
顺治,"kdic"
顺水,"kdii"
顺当,"kdiv"
顺流,"kdiy"
啡,"kdj"
啡,kdjd
嚈,"kdjd"
顺时,"kdjf"
咟,"kdjg"
顺畅,"kdjh"
唵,"kdjn"
咕嘟,"kdkf"
顺路,"kdkh"
顺口,"kdkk"
喊叫,"kdkn"
咕噜,"kdkq"
嘎啦,"kdkr"
喹啉,"kdks"
呖,"kdl"
啚,"kdlk"
呖,kdln
顺,kdm
喕,"kdmd"
咘,"kdmh"
顺风,"kdmq"
顺,kdmy
哤,"kdn"
顺民,"kdna"
顺心,"kdnt"
顺心,"kdny"
咴,"kdo"
咴,kdoy
哒,"kdp"
嚔,"kdph"
喊冤,"kdpq"
喊穷,"kdpw"
哒,kdpy
顺手,"kdrt"
顺势,"kdrv"
吴三桂,"kdsf"
喊醒,"kdsg"
顺德,"kdtf"
顺延,"kdth"
顺利,"kdtj"
顺乎,"kdtu"
顺差,"kdud"
顺遂,"kdue"
嘹,"kdui"
顺次,"kduq"
顺道,"kdut"
噘,"kduw"
唪,"kdw"
顺便,"kdwg"
唪,kdwh
顺位,"kdwu"
顺从,"kdww"
喊住,"kdwy"
咙,"kdx"
咙,kdxn
吠,"kdy"
顺序,"kdyc"
顺应,"kdyi"
嘹亮,"kdyp"
喊话,"kdyt"
呔,"kdyy"
吸,"ke"
遗腹子,"kebb"
吸取,"kebc"
哹,"kebg"
啂,"kebn"
吸附,"kebw"
喐,kedb
肙,"kef"
喛,"kefc"
哺乳动物,"keft"
哷,"kefy"
咀,"keg"
吸到,"kegc"
咀,kegg
瓹,"kegn"
吸毒,"kegx"
吸水,"keii"
口服液,"keit"
剈,"kejh"
嗳呀,"keka"
吸吮,"kekc"
咀嚼,"keke"
咀咒,"kekk"
嚼,"kel"
嚼,kelf
吸力,"kelt"
口服心服,"kene"
吸收,"kenh"
吸烟,"keol"
嗳,"kep"
嗳,kepc
鹃,"keq"
鹃,keqg
嗂,"kerm"
吸气,"kern"
啋,"kes"
啋,kesy
吸盘,"kete"
吸血,"ketl"
吸管,"ketp"
吸入,"kety"
厼,keum
哸,"kevg"
吸食,"kewy"
嗘,"kexd"
吸引,"kexh"
吸,key
吸,keyy
啄,"keyy"
叶,"kf"
喷,"kfa"
鄙薄,"kfai"
喷,kfam
叶子,"kfbb"
鄙陋,"kfbg"
别无出路,"kfbk"
喷出,"kfbm"
哋,"kfbn"
吱,"kfc"
嗑,"kfcl"
吱,kfcy
呍,"kfcy"
嚅,"kfd"
嚅,kfdj
叶脉,"kfey"
哇,"kff"
叶城,"kffd"
哇,kffg
啩,"kffh"
吐露,"kffk"
吱声,"kffn"
喷壶,"kffp"
喷雾,"kfft"
吐,"kfg"
嘲弄,"kfga"
鄙夷,"kfgx"
叶,kfh
嗜睡,"kfht"
嗔,"kfhw"
唗,"kfhy"
味,"kfi"
喷灌,"kfia"
叶尖,"kfid"
味尘,"kfif"
喷水,"kfii"
喷溅,"kfim"
味觉,"kfip"
喷洒,"kfis"
中南海,"kfit"
味,kfiy
呩,"kfiy"
嘲,"kfj"
嘲,kfje
嘻,"kfk"
啫喱,"kfkd"
嘭,"kfke"
嘻嘻,"kfkf"
咭,"kfkg"
喷嘴,"kfkh"
嘻,kfkk
喷口,"kfkk"
哮喘,"kfkm"
哇噻,"kfkp"
唉声叹气,"kfkr"
嘟嚷,"kfky"
鄙,"kfl"
鄙,kflb
喷墨,"kflf"
啚,kflk
喃,"kfm"
喃,kfmf
叶肉,"kfmw"
嚋,"kfnf"
喷发,"kfnt"
哧,"kfo"
味精,"kfog"
喷火,"kfoo"
哧,kfoy
噎,"kfp"
哱,"kfpb"
嚏,"kfph"
嗦,"kfpi"
噎,kfpu
鄙视,"kfpy"
呒,"kfq"
喷饭,"kfqn"
味儿,"kfqt"
别无所求,"kfrf"
中老年,"kfrh"
喷泉,"kfri"
喷气,"kfrn"
叶挻,"kfrt"
叶树,"kfsc"
叶柄,"kfsg"
哮,"kft"
哮,kftb
嘟,"kftb"
叶舌,"kftd"
中专生,"kftg"
叶片,"kfth"
啫,"kftj"
喷射,"kftm"
嘲笑,"kftt"
咾,"kftx"
啈,"kfu"
叶兰,"kfuf"
叶韵,"kfuj"
吐痰,"kfuo"
噠,"kfup"
味道,"kfut"
史无前例,"kfuw"
叶门,"kfuy"
嗜好,"kfvb"
呋,"kfw"
别无他法,"kfwi"
叶丛,"kfww"
噎住,"kfwy"
吋,"kfy"
叶序,"kfyc"
嘲讽,"kfym"
呈,"kg"
哢,"kga"
咞,"kgah"
吨,"kgb"
号子,"kgbb"
吓阻,"kgbe"
郢,"kgbh"
呈现出,"kgbm"
吨,kgbn
忠于职守,"kgbp"
足球队,"kgbw"
足不出户,"kgby"
咥,"kgc"
逞能,"kgce"
咥,kgcf
哑巴,"kgcn"
吴,"kgd"
号码,"kgdc"
逞威,"kgdg"
吴,kgdu
顺理成章,"kgdu"
哺,"kge"
哺乳,"kgeb"
啨,"kgeg"
吴用,"kget"
唔妥,"kgev"
哺,kgey
呈,kgf
吓坏,"kgfg"
吁,"kgfh"
听不进,"kgfj"
呈露,"kgfk"
呈献,"kgfm"
足球场,"kgfn"
只不过,"kgfp"
吓老,"kgft"
吃不开,"kgga"
吴王,"kggg"
呈现,"kggm"
噖,"kggn"
吓死,"kggq"
吓,"kgh"
呈上,"kghh"
噁,"kghn"
嘕,"kgho"
吓,kghy
呸,"kgi"
吴江,"kgia"
呸,kgig
吃不消,"kgii"
吴淞,"kgis"
吴兴,"kgiw"
中下游,"kgiy"
哽,"kgj"
咺,"kgjg"
哽,kgjq
吴晗,"kgjw"
喇,"kgk"
哑吧,"kgkc"
囔,"kgke"
唔,"kgkg"
吓唬,"kgkh"
喇,kgkj
哽咽,"kgkl"
号啕,"kgkq"
吴川,"kgkt"
哣,"kgku"
嗽,"kgkw"
喇嘛,"kgky"
吃一堑,"kglr"
啧,"kgm"
嘈,"kgmj"
听天由命,"kgmw"
啧,kgmy
号,"kgn"
号,kgnb
饕,"kgne"
中下层,"kgnf"
鸮,"kgng"
號,"kgnm"
咓,"kgnn"
鴞,"kgno"
哑,"kgo"
哑,kgog
号灯,"kgos"
号数,"kgov"
逞,"kgp"
逞,kgpd
足球赛,"kgpf"
忠于祖国,"kgpl"
咧,"kgq"
逞凶,"kgqb"
哑然,"kgqd"
号角,"kgqe"
号外,"kgqh"
咧,kgqj
嗷,"kgqt"
哑铃,"kgqw"
呈报,"kgrb"
中青年,"kgrh"
路不拾遗,"kgrk"
唛,"kgt"
别开生面,"kgtd"
另一种,"kgtk"
号称,"kgtq"
唛,kgty
呯,"kgu"
哺养,"kgud"
呯,kguh
号音,"kguj"
呈交,"kguq"
呈阅,"kguu"
呈递,"kgux"
喫,kgv
唔好,"kgvb"
喫,kgvd
啑,"kgvh"
号召,"kgvk"
嘈杂,"kgvs"
啛,"kgvv"
吓倒,"kgwg"
吨位,"kgwu"
吓人,"kgww"
号令,"kgwy"
咦,"kgx"
嗉,"kgxi"
逞强,"kgxk"
咦,kgxw
呈给,"kgxw"
哺育,"kgyc"
另一方面,"kgyd"
呈请,"kgyg"
唔识,"kgyk"
号为,"kgyl"
哑谜,"kgyo"
唔该,"kgyy"
中,kh
距,"kha"
嚱,"khaa"
中期,"khad"
遣散,"khae"
遗著,"khaf"
嘘,"khag"
忠臣,"khah"
中东,"khai"
躇,"khaj"
蹃,"khak"
中苏,"khal"
唬,"kham"
距,khan
跇,"khan"
跷,"khaq"
蹀,"khas"
中医,"khat"
中共,"khaw"
中药,"khax"
躏,"khay"
蹑,"khb"
路子,"khbb"
蹑,khbc
跟随,"khbd"
中卫,"khbg"
贵阳,"khbj"
跨出,"khbm"
踂,"khbn"
遗孤,"khbr"
路障,"khbu"
中队,"khbw"
踊,"khc"
跑垒,"khcc"
踊,khce
忠勇,"khce"
跆,"khck"
踴,"khcl"
嘴巴,"khcn"
蹂,"khcs"
踆,"khct"
跳蚤,"khcy"
跨,"khd"
跋,"khdc"
中大,"khdd"
踌,"khdf"
中古,"khdg"
跌破,"khdh"
蹽,"khdi"
忠厚,"khdj"
路面,"khdm"
跨,khdn
跶,"khdp"
中原,"khdr"
蹶,"khdw"
跌碎,"khdy"
啃,"khe"
蹊,"khed"
跺脚,"khef"
啃,kheg
遗爱,"khep"
踩,"khes"
中用,"khet"
跳脱,"kheu"
蹈,"khev"
嘴脸,"khew"
趿,"khey"
趺,"khf"
贵地,"khfb"
跳动,"khfc"
中坜,"khfd"
足坛,"khff"
中雨,"khfg"
遗址,"khfh"
跊,"khfi"
跃进,"khfj"
足协,"khfl"
中南,"khfm"
中专,"khfn"
路过,"khfp"
跳远,"khfq"
忠孝,"khft"
趺,khfw
践,"khg"
跑开,"khga"
跑到,"khgc"
踏青,"khge"
足球,"khgf"
中下,"khgh"
忠贞不渝,"khgi"
踎,"khgk"
踾,"khgl"
贵,"khgm"
跟来,"khgo"
遗,"khgp"
忠烈,"khgq"
别具一格,"khgs"
践,khgt
踏平,"khgu"
跠,"khgw"
中毒,"khgx"
跟班,"khgy"
咔,"khh"
跛,"khhc"
中肯,"khhe"
趾,"khhg"
中止,"khhh"
跑步,"khhi"
踔,"khhj"
中点,"khhk"
忠贞,"khhm"
中餐,"khhq"
跐,"khhx"
咔,khhy
躣,"khhy"
跳,"khi"
贵港,"khia"
踃,"khie"
蹚,"khif"
跋涉,"khih"
跳水,"khii"
踏,"khij"
嚬,"khim"
遗漏,"khin"
中学,"khip"
跳,khiq
跨海,"khit"
中兴,"khiw"
中游,"khiy"
踢,"khj"
中坚,"khjc"
啅,"khjh"
中日,"khjj"
蹋,"khjn"
贵显,"khjo"
踢,khjr
踝,"khjs"
跩,"khjx"
踪影,"khjy"
中,khk
咔嗒,"khka"
忠顺,"khkd"
中叶,"khkf"
呫,"khkg"
跟踪,"khkh"
路口,"khkk"
蹪,"khkm"
遗嘱,"khkn"
咔嚓,"khkp"
嘘唏,"khkq"
躁,"khks"
盅,"khl"
盅,khlf
中转,"khlf"
中国,"khlg"
趾甲,"khlh"
躅,"khlj"
跏,"khlk"
路边,"khlp"
跺,"khm"
中央,"khmd"
蹦,"khme"
贵贱,"khmg"
路由,"khmh"
踹,"khmj"
踻,"khmk"
中山,"khmm"
遗风,"khmq"
跺,khms
忠,"khn"
遗民,"khna"
遗憾,"khnd"
中层,"khnf"
遗尿,"khni"
跼,"khnk"
遗书,"khnn"
中性,"khnt"
忠,khnu
遗恨,"khnv"
趹,"khnw"
跜,"khnx"
中心,"khny"
蹼,"kho"
遗精,"khog"
中断,"khon"
路灯,"khos"
路数,"khov"
蹼,khoy
踪,"khp"
踠,"khpb"
跌宕,"khpd"
中农,"khpe"
足赛,"khpf"
蹿,"khph"
踪,khpi
蹜,"khpj"
迚,"khpk"
躥,"khpn"
贵宾,"khpr"
贵客,"khpt"
踏实,"khpu"
遗容,"khpw"
跎,"khpx"
中视,"khpy"
跑,"khq"
踏错,"khqa"
跪,"khqb"
跃然,"khqd"
嘴角,"khqe"
足印,"khqg"
中外,"khqh"
跞,"khqi"
中旬,"khqj"
足够,"khqk"
蹓,"khql"
中钢,"khqm"
跑,khqn
哯,"khqn"
踘,"khqo"
足金,"khqq"
中锋,"khqt"
遗留,"khqy"
跌,"khr"
遣返,"khrc"
跪拜,"khrd"
中岳,"khrg"
中年,"khrh"
跦,"khri"
跳舞,"khrl"
遗缺,"khrm"
跌,khrw
遗失,"khrw"
中指,"khrx"
跅,"khry"
跴,"khs"
中枢,"khsa"
路标,"khsf"
中西,"khsg"
中档,"khsi"
跒,"khsk"
蹮,"khsn"
跳楼,"khso"
躚,"khsp"
踏板,"khsr"
跨栏,"khsu"
路,"kht"
跃升,"khta"
路径,"khtc"
跃,"khtd"
中盘,"khte"
中等,"khtf"
贵重,"khtg"
贵处,"khth"
跑得,"khtj"
路,khtk
路程,"khtk"
蹯,"khtl"
跃身,"khtm"
趷,"khtn"
中秋,"khto"
跹,"khtp"
别具特色,"khtq"
遗物,"khtr"
路条,"khts"
踩入,"khty"
足,"khu"
蹉,"khua"
踯,"khub"
跟着,"khud"
跟前,"khue"
蹲,"khuf"
中美,"khug"
蹄,"khuh"
躝,"khui"
中间,"khuj"
中部,"khuk"
躢,"khun"
路旁,"khup"
跤,"khuq"
遗产,"khut"
中立,"khuu"
踢门,"khuy"
跟,"khv"
跟,khve
遗孀,"khvf"
忠恕,"khvk"
贵妃,"khvn"
踺,"khvp"
贵姓,"khvt"
贵妇,"khvv"
趴,"khw"
踚,"khwa"
跄,"khwb"
跉,"khwc"
路段,"khwd"
跈,"khwe"
遗传,"khwf"
跌倒,"khwg"
中介,"khwj"
跲,"khwk"
路段,"khwm"
趻,"khwn"
遗像,"khwq"
遗体,"khws"
路途,"khwt"
蹬,"khwu"
路人,"khww"
中华,"khwx"
趴,khwy
距今,"khwy"
嘴,"khx"
嘴,khxe
中级,"khxe"
跸,"khxf"
路线,"khxg"
路费,"khxj"
跳绳,"khxk"
呲,"khxn"
中继,"khxo"
喍,"khxs"
中弹,"khxu"
鹭鸶,"khxx"
卟,"khy"
跨度,"khya"
距离,"khyb"
遗弃,"khyc"
忠诚,"khyd"
踉,"khye"
跟庄,"khyf"
跓,"khyg"
跻,"khyj"
踮,"khyk"
跳高,"khym"
遗忘,"khyn"
足迹,"khyo"
忠义,"khyq"
贵州,"khyt"
中谛,"khyu"
中庸,"khyv"
中论,"khyw"
蹗,"khyx"
中文,"khyy"
吵,"ki"
哨子,"kibb"
顺流而下,"kidg"
中流砥柱,"kids"
哄堂大笑,"kidt"
哨,"kie"
哨,kieg
中小型,"kiga"
川流不息,"kigt"
啵,"kih"
啵,kihc
哨卡,"kihh"
嘙,"kihv"
唦,"kii"
中小学,"kiip"
唦,kiit
响当当,"kiiv"
唢呐,"kikm"
吵嚷,"kiky"
吵架,"kilk"
唢,"kim"
唢,kimy
嘡,"kipf"
噹,"kipl"
吕洞宾,"kipr"
咣,"kiq"
咣,kiqn
咷,"kiqn"
哨兵,"kirg"
哨所,"kirn"
顺水推舟,"kirt"
吵,kit
中学生,"kitg"
吵,kitt
嗨,"kitu"
哨音,"kiuj"
品学兼优,"kiuw"
吵闹,"kiuy"
吵杂,"kivs"
顺水人情,"kiwn"
虽,"kj"
嚗,"kjai"
喝茶,"kjaw"
嘬,"kjb"
嘬,kjbc
唱出,"kjbm"
唱戏,"kjca"
唱碟,"kjda"
唱腔,"kjep"
喝彩,"kjes"
哩,"kjf"
嘢,"kjfb"
哩,kjfg
唱起,"kjfh"
呾,"kjg"
呻,"kjh"
呻,kjhh
喝上,"kjhh"
喝水,"kjii"
喝酒,"kjis"
唱,"kjj"
唱,kjjg
呻吟,"kjkw"
嗢,"kjlg"
唱曲,"kjma"
虽则,"kjmj"
喁,"kjmy"
黾,"kjn"
黾,kjnb
口是心非,"kjnd"
喝完,"kjpf"
喝,"kjq"
虽然,"kjqd"
喝,kjqn
喝醉,"kjsg"
唱歌,"kjsk"
唱机,"kjsm"
唱盘,"kjte"
唱片,"kjth"
唱和,"kjtk"
虽,kju
唱念,"kjwy"
喝粥,"kjxo"
唱词,"kjyn"
虽说,"kjyu"
吕,"kk"
噐,"kkak"
品茗,"kkaq"
品茶,"kkaw"
哭出,"kkbm"
串联,"kkbu"
骂,"kkc"
串通,"kkce"
骂,kkcf
唈,"kkcn"
患难,"kkcw"
器,"kkd"
患有,"kkde"
器,kkdk
嚣,"kkdk"
吕布,"kkdm"
串成,"kkdn"
口碑,"kkdr"
哭,"kkdu"
口服,"kkeb"
品貌,"kkee"
口腔,"kkep"
吕,kkf
鄂,"kkfb"
口口声声,"kkff"
鹗,"kkfg"
颚,"kkfm"
哭声,"kkfn"
遌,"kkfp"
覨,"kkfq"
口才,"kkft"
哑口无言,"kkfy"
吅,"kkg"
口到,"kkgc"
口琴,"kkgg"
口惠,"kkgj"
呺,"kkgn"
吃喝玩乐,"kkgq"
踌躇不前,"kkgu"
咄咄逼人,"kkgw"
品玉,"kkgy"
串,"kkh"
患上,"kkhh"
串,kkhk
嘳,"kkhm"
患,"kkhn"
器具,"kkhw"
哫,"kkhy"
口湖,"kkid"
踌躇满志,"kkif"
顺顺当当,"kkii"
口渴,"kkij"
吸尘器,"kkik"
品尝,"kkip"
哭泣,"kkiu"
吕梁,"kkiv"
吕澄,"kkiw"
串流,"kkiy"
囅,"kkje"
丳,"kkjk"
鷤,"kkjo"
品,"kkk"
鄵,"kkkb"
哭喊,"kkkd"
品,kkkf
品味,"kkkf"
口号,"kkkg"
口中,"kkkh"
口哨,"kkki"
劋,"kkkj"
口,"kkkk"
哭叫,"kkkn"
口吻,"kkkq"
噪,"kkks"
口吃,"kkkt"
咖啡因,"kkld"
器皿,"kklh"
哵,"kklj"
鼍,"kkln"
串连,"kklp"
咒,"kkm"
咒,kkmb
口岸,"kkmd"
叱咤风云,"kkmf"
口风,"kkmq"
㖞,"kkmw"
咄咄怪事,"kkng"
嘂,"kknk"
品性,"kknt"
咒心,"kkny"
品类,"kkod"
口业,"kkog"
吸烟,"kkol"
口粮,"kkoy"
器官,"kkpn"
踏踏实实,"kkpp"
吕宋,"kkps"
口实,"kkpu"
口福,"kkpy"
吕氏,"kkqa"
口角,"kkqe"
器乐,"kkqi"
品名,"kkqk"
呪,"kkqn"
口儿,"kkqt"
口授,"kkre"
品质,"kkrf"
口气,"kkrn"
器械,"kksa"
器材,"kksf"
品相,"kksh"
品格,"kkst"
口述,"kksy"
口径,"kktc"
口舌,"kktd"
品德,"kktf"
器重,"kktg"
品牌,"kkth"
品种,"kktk"
品管,"kktp"
器物,"kktr"
品箫,"kktv"
口头,"kkud"
患病,"kkug"
噪音,"kkuj"
患部,"kkuk"
口交,"kkuq"
哭闹,"kkuy"
咆哮如雷,"kkvf"
口袋,"kkwa"
口传,"kkwf"
器件,"kkwr"
品位,"kkwu"
骂人,"kkww"
口令,"kkwy"
口红,"kkxa"
品级,"kkxe"
嚣张,"kkxt"
口试,"kkya"
中距离,"kkyb"
口译,"kkyc"
咒语,"kkyg"
器识,"kkyk"
口诀,"kkyn"
哭诉,"kkyr"
鄂州,"kkyt"
另,"kl"
中国共产党,"klai"
另,klb
别院,"klbp"
咽,"kld"
另有,"klde"
嗯,"kldn"
别克,"kldq"
咽,kldy
喟,"kle"
喟,kleg
嘿,"klf"
别动,"klfc"
嚜,"klff"
嚸,"klfk"
嘿,klfo
啭,"klfy"
呬,"klg"
别致,"klgc"
喂,"klge"
中国政府,"klgy"
呬,klh
呷,"klh"
嚃,"klip"
别,"klj"
别墅,"kljf"
别,kljh
另日,"kljj"
咖,"klk"
咖啡,"klkd"
啰嗦,"klkf"
咖,klkg
别号,"klkg"
咖哩,"klkj"
嘿嘿,"klkl"
咽喉,"klkw"
嗋,"klle"
另加,"kllk"
嘪,"klmy"
叻,"kln"
另类,"klod"
别业,"klog"
别字,"klpb"
别室,"klpg"
嗹,"klph"
中国社会科学,"klpi"
别安,"klpv"
别针,"klqf"
另外,"klqh"
噣,"klqj"
别名,"klqk"
别馆,"klqn"
中国银行,"klqt"
啰,"klqy"
别后,"klrg"
别看,"klrh"
别提,"klrj"
别扭,"klrn"
别的,"klrq"
别相,"klsh"
别样,"klsu"
另行,"kltf"
别处,"klth"
别管,"kltp"
别称,"kltq"
喂养,"klud"
嚺,"klup"
喂奶,"klve"
别传,"klwf"
别介,"klwj"
中国人民,"klwn"
中国人民解放军,"klwp"
中国人民银行,"klwt"
别人,"klww"
别离,"klyb"
别恋,"klyo"
中国文化,"klyw"
另议,"klyy"
员,"km"
嗣,"kma"
员工,"kmaa"
嗣,kmak
翤,"kman"
员警,"kmaq"
唺,"kmaw"
郧,"kmb"
中山陵,"kmbf"
郧,kmbh
喘,"kmd"
啱,"kmdg"
喘,kmdj
咉,"kmdy"
嘣,"kme"
嘣,kmee
勋爵,"kmel"
啁,"kmf"
呥,"kmfg"
吊起,"kmfh"
啁,kmfk
吊环,"kmgg"
哃,"kmgk"
中央政治局,"kmgn"
吊,"kmh"
吊,kmhj
跋山涉水,"kmii"
中央电视台,"kmjc"
咒骂,"kmkc"
呐喊,"kmkd"
呼风唤雨,"kmkf"
喎,"kmkg"
味同嚼蜡,"kmkj"
啁哳,"kmkr"
啁啾,"kmkt"
吊唁,"kmky"
勋,"kml"
中央办公厅,"kmld"
吊车,"kmlg"
勋,kmln
嘤,"kmm"
嘤,kmmv
叽,"kmn"
中央书记处,"kmnt"
吊灯,"kmos"
中央军委,"kmpt"
哕,"kmq"
员外,"kmqh"
吊销,"kmqi"
哕,kmqy
嗣后,"kmrg"
喘气,"kmrn"
哚,"kms"
吹风机,"kmsm"
员林,"kmss"
吊桥,"kmst"
哚,kmsy
吶,"kmt"
喘息,"kmth"
中央委员,"kmtk"
中央各部委,"kmtt"
员,kmu
中山装,"kmuf"
勋章,"kmuj"
呐,"kmw"
中央人民广播电台,"kmwc"
剐,"kmwj"
呙,"kmwu"
中央全会,"kmww"
呐,kmwy
嗺,"kmwy"
呗,"kmy"
中山市,"kmym"
叫,"kn"
叫苦,"knad"
呡,"knan"
吃尽苦头,"knau"
啒,"knb"
忠心耿耿,"knbb"
叫阵,"knbl"
叫出,"knbm"
噉,"knbt"
吳,"knd"
啹,"kndg"
吷,"kndy"
吜,"knf"
叫起,"knfh"
叫卖,"knfn"
叼,"kng"
叫到,"kngc"
喔,"kngf"
叼,kngg
呞,"kngk"
叫,knh
叫,knhh
呕心沥血,"knit"
噼,"knk"
叫喊,"knkd"
呢喃,"knkf"
叫号,"knkg"
叫骂,"knkk"
叫唤,"knkq"
另辟蹊径,"knkt"
噼,knku
嘱咐,"knkw"
叫嚷,"knky"
唰,"knm"
唰,knmj
噀,"knn"
叫屈,"knnb"
嘱托,"knrt"
叫醒,"knsg"
嘱,"knt"
叫牌,"knth"
咇,"kntt"
嘱,knty
叫门,"knuy"
叫好,"knvb"
吷,knw
叫做,"knwd"
嘐,"knwe"
叫作,"knwt"
叫住,"knwy"
呢,"knx"
呢绒,"knxa"
呢,knxn
叫绝,"knxq"
吣,"kny"
噿,"knyf"
叫座,"knyw"
呎,"knyy"
咪,"ko"
噗通,"koce"
噗,"kog"
噗,kogy
噗哧,"kokf"
噗咚,"kokt"
喽罗,"kolq"
啖,"koo"
啖,kooy
噒,"koqh"
喽,"kov"
喽,kovg
咪,koy
吙,"koyl"
喧,"kp"
嗐,"kpdk"
喧宾夺主,"kpdy"
哝,"kpe"
口蜜腹剑,"kpew"
哝,kpey
噻,"kpf"
噻,kpff
唍,"kpfq"
喧,kpg
喧天,"kpgd"
喧,kpgg
啶,"kpgh"
只字不提,"kpgr"
喧嚣,"kpkk"
喀嚓,"kpkp"
唠叨,"kpkv"
喧哗,"kpkw"
喧嚷,"kpky"
嘧,"kpn"
嘧,kpnm
哈密瓜,"kprc"
喧扰,"kprd"
哰,"kprh"
趵突泉,"kpri"
咛,"kps"
咛,kpsh
喀,"kpt"
咤,"kpta"
喀,kptk
中宣部,"kpuk"
喧闹,"kpuy"
咹,"kpvg"
嚓,"kpw"
啌,"kpwa"
呼之欲出,"kpwb"
喀什,"kpwf"
嚓,kpwi
听之任之,"kpwp"
咜,"kpxn"
史,"kq"
呧,"kqay"
兄,"kqb"
吹出,"kqbm"
兄台,"kqck"
史观,"kqcm"
唏,"kqd"
唏,kqdh
吹灰,"kqdo"
吹奏,"kqdw"
吹袭,"kqdx"
噡,"kqdy"
嘝,"kqef"
吹动,"kqfc"
唤起,"kqfh"
吹进,"kqfj"
只争朝夕,"kqfq"
噜,"kqg"
吹开,"kqga"
噜,kqgj
鸣锣开道,"kqgu"
史,kqi
吹水,"kqii"
哈尔滨,"kqip"
哈尔滨市,"kqiy"
咰,"kqjg"
呴,"kqk"
哆嗦,"kqkf"
呴,kqkg
吹嘘,"kqkh"
吃饱喝足,"kqkk"
呜咽,"kqkl"
鸣叫,"kqkn"
喣,"kqko"
呜呼,"kqkt"
咆啸,"kqkv"
嚵,"kqky"
唤回,"kqlk"
唤,"kqm"
鸣凤,"kqmc"
唤,kqmd
史册,"kqmm"
吹风,"kqmq"
咆,"kqn"
呜,"kqng"
咆,kqnn
史书,"kqnn"
史料,"kqou"
史家,"kqpe"
吃饱穿暖,"kqpj"
史官,"kqpn"
鸣冤,"kqpq"
史实,"kqpu"
哆,"kqq"
史馆,"kqqn"
鸣金,"kqqq"
哆,kqqy
吻,"kqr"
吹捧,"kqrd"
吹牛,"kqrh"
啕,"kqrm"
吹气,"kqrn"
吻,kqrt
吹拂,"kqrx"
吹棒,"kqsd"
唤醒,"kqsg"
鸣枪,"kqsw"
兄长,"kqta"
史籍,"kqtd"
鸣笛,"kqtm"
吐鲁番,"kqto"
吹管,"kqtp"
吹笙,"kqtt"
吹箭,"kqtu"
吹箫,"kqtv"
呁,"kqug"
兄弟,"kqux"
啗,"kqv"
兄妹,"kqvf"
啗,kqvg
喼,"kqvn"
兄嫂,"kqvv"
吹,"kqw"
吻合,"kqwg"
中外合资,"kqwu"
吹,kqwy
吹弹,"kqxu"
鸣,"kqy"
史诗,"kqyf"
鸣,kqyg
史记,"kqyn"
史迹,"kqyo"
史话,"kqyt"
听,"kr"
唣,"kra"
唣,kran
听取,"krbc"
听出,"krbm"
呱,"krc"
听戏,"krca"
呱,krcy
嗥,"krd"
嗥,krdf
顺手牵羊,"krdu"
哌,"kre"
哌,krey
听者,"krft"
喤,"krg"
听到,"krgc"
听来,"krgo"
听,krh
啣,"krhb"
吹牛皮,"krhc"
哖,"krhf"
吽,"krhh"
嗁,"krhm"
咮,"kri"
噑,"krif"
听清,"krig"
听觉,"krip"
啤酒,"kris"
咮,kriy
蹑手蹑脚,"krke"
呱呱,"krkr"
听力,"krlt"
嚹,"krmh"
听见,"krmq"
听惯,"krnx"
听完,"krpf"
听写,"krpg"
听错,"krqa"
啲,"krqy"
啪,"krr"
啪,krrg
哳,"krrh"
咑,"krs"
咑,krsh
唾手可得,"krst"
啤,"krt"
啤,krtf
听得,"krtj"
听筒,"krtm"
哄抬物价,"krtw"
啦,"kru"
听闻,"krub"
唞,"kruf"
啦,krug
听音,"kruj"
听道,"krut"
吹气如兰,"krvu"
听命,"krwg"
听候,"krwh"
听任,"krwt"
听众,"krww"
听信,"krwy"
噭,"kry"
听讲,"kryf"
听证,"kryg"
听课,"kryj"
唱反调,"krym"
听话,"kryt"
听说,"kryu"
听诊,"kryw"
呆,"ks"
噉,ksb
呆子,"ksbb"
喖,"ksdg"
嘌,"ksf"
嘌,ksfi
哂,"ksg"
呠,"ksgg"
别树一帜,"ksgm"
叮,"ksh"
呆滞,"ksig"
叮当,"ksiv"
喳,"ksj"
喳,ksjg
呵,"ksk"
呵,kskg
叮噹,"kski"
叮嘱,"kskn"
叮咛,"kskp"
呵呵,"ksks"
叮咚,"kskt"
呆帐,"ksmh"
呆料,"ksou"
呵欠,"ksqw"
呵护,"ksry"
